timestamp,sensor_id,temperature_celsius,humidity_percent
2026-04-14 05:57:49,ESP8266_Node_1,36.48,57.01
2026-04-14 06:02:49,ESP8266_Node_1,37.38,58.02
2026-04-14 06:07:49,ESP8266_Node_1,36.93,56.75
2026-04-14 06:12:49,ESP8266_Node_1,37.16,56.63
2026-04-14 06:17:49,ESP8266_Node_1,37.4,58.33
2026-04-14 06:22:49,ESP8266_Node_1,37.28,54.96
2026-04-14 06:27:49,ESP8266_Node_1,37.07,58.08
2026-04-14 06:32:49,ESP8266_Node_1,38.01,57.54
2026-04-14 06:37:49,ESP8266_Node_1,37.79,82.24
2026-04-14 06:42:49,ESP8266_Node_1,38.43,57.21
2026-04-14 06:47:49,ESP8266_Node_1,36.53,58.79
2026-04-14 06:52:49,ESP8266_Node_1,37.96,53.02
2026-04-14 06:57:49,ESP8266_Node_1,37.47,56.35
2026-04-14 07:02:49,ESP8266_Node_1,36.41,57.81
2026-04-14 07:07:49,ESP8266_Node_1,38.39,58.77
2026-04-14 07:12:49,ESP8266_Node_1,37.8,55.97
2026-04-14 07:17:49,ESP8266_Node_1,38.2,58.19
2026-04-14 07:22:49,ESP8266_Node_1,37.73,57.46
2026-04-14 07:27:49,ESP8266_Node_1,37.74,54.85
2026-04-14 07:32:49,ESP8266_Node_1,38.27,54.74
2026-04-14 07:37:49,ESP8266_Node_1,38.56,55.02
2026-04-14 07:42:49,ESP8266_Node_1,38.94,56.25
2026-04-14 07:47:49,ESP8266_Node_1,38.28,56.77
2026-04-14 07:52:49,ESP8266_Node_1,38.53,54.7
2026-04-14 07:57:49,ESP8266_Node_1,38.39,53.03
2026-04-14 08:02:49,ESP8266_Node_1,38.71,54.13
2026-04-14 08:07:49,ESP8266_Node_1,37.97,54.79
2026-04-14 08:12:49,ESP8266_Node_1,39.61,53.72
2026-04-14 08:17:49,ESP8266_Node_1,38.28,51.79
2026-04-14 08:22:49,ESP8266_Node_1,37.69,52.72
2026-04-14 08:27:49,ESP8266_Node_1,38.35,54.7
2026-04-14 08:32:49,ESP8266_Node_1,38.52,54.34
2026-04-14 08:37:49,ESP8266_Node_1,37.23,53.19
2026-04-14 08:42:49,ESP8266_Node_1,39.02,54.16
2026-04-14 08:47:49,ESP8266_Node_1,39.17,52.27
2026-04-14 08:52:49,ESP8266_Node_1,38.88,55.86
2026-04-14 08:57:49,ESP8266_Node_1,40.08,54.34
2026-04-14 09:02:49,ESP8266_Node_1,39.07,50.07
2026-04-14 09:07:49,ESP8266_Node_1,38.93,52.26
2026-04-14 09:12:49,ESP8266_Node_1,39.8,51.78
2026-04-14 09:17:49,ESP8266_Node_1,39.39,53.27
2026-04-14 09:22:49,ESP8266_Node_1,38.6,49.9
2026-04-14 09:27:49,ESP8266_Node_1,38.83,53.86
2026-04-14 09:32:49,ESP8266_Node_1,39.43,49.68
2026-04-14 09:37:49,ESP8266_Node_1,40.03,51.4
2026-04-14 09:42:49,ESP8266_Node_1,40.26,49.06
2026-04-14 09:47:49,ESP8266_Node_1,40.28,50.1
2026-04-14 09:52:49,ESP8266_Node_1,40.44,51.61
2026-04-14 09:57:49,ESP8266_Node_1,39.76,47.8
2026-04-14 10:02:49,ESP8266_Node_1,40.97,50.41
2026-04-14 10:07:49,ESP8266_Node_1,40.28,50.15
2026-04-14 10:12:49,ESP8266_Node_1,39.97,49.78
2026-04-14 10:17:49,ESP8266_Node_1,40.26,47.03
2026-04-14 10:22:49,ESP8266_Node_1,41.15,49.71
2026-04-14 10:27:49,ESP8266_Node_1,39.81,48.25
2026-04-14 10:32:49,ESP8266_Node_1,40.11,48.36
2026-04-14 10:37:49,ESP8266_Node_1,41.18,50.02
2026-04-14 10:42:49,ESP8266_Node_1,40.16,48.33
2026-04-14 10:47:49,ESP8266_Node_1,40.34,46.97
2026-04-14 10:52:49,ESP8266_Node_1,40.96,47.43
2026-04-14 10:57:49,ESP8266_Node_1,41.6,47.96
2026-04-14 11:02:49,ESP8266_Node_1,39.75,47.6
2026-04-14 11:07:49,ESP8266_Node_1,41.27,45.41
2026-04-14 11:12:49,ESP8266_Node_1,53.29,49.6
2026-04-14 11:17:49,ESP8266_Node_1,41.89,45.93
2026-04-14 11:22:49,ESP8266_Node_1,40.56,48.84
2026-04-14 11:27:49,ESP8266_Node_1,41.35,45.65
2026-04-14 11:32:49,ESP8266_Node_1,41.3,44.49
2026-04-14 11:37:49,ESP8266_Node_1,42.07,47.17
2026-04-14 11:42:49,ESP8266_Node_1,40.35,42.36
2026-04-14 11:47:49,ESP8266_Node_1,41.91,47.16
2026-04-14 11:52:49,ESP8266_Node_1,41.35,42.09
2026-04-14 11:57:49,ESP8266_Node_1,40.9,47.28
2026-04-14 12:02:49,ESP8266_Node_1,41.09,42.5
2026-04-14 12:07:49,ESP8266_Node_1,42.01,46.76
2026-04-14 12:12:49,ESP8266_Node_1,42.09,45.84
2026-04-14 12:17:49,ESP8266_Node_1,43.05,45.82
2026-04-14 12:22:49,ESP8266_Node_1,40.64,44.69
2026-04-14 12:27:49,ESP8266_Node_1,40.91,42.44
2026-04-14 12:32:49,ESP8266_Node_1,41.83,42.49
2026-04-14 12:37:49,ESP8266_Node_1,41.88,45.25
2026-04-14 12:42:49,ESP8266_Node_1,41.1,43.41
2026-04-14 12:47:49,ESP8266_Node_1,42.7,45.25
2026-04-14 12:52:49,ESP8266_Node_1,43.16,42.26
2026-04-14 12:57:49,ESP8266_Node_1,41.81,44.28
2026-04-14 13:02:49,ESP8266_Node_1,42.18,43.5
2026-04-14 13:07:49,ESP8266_Node_1,42.07,42.78
2026-04-14 13:12:49,ESP8266_Node_1,41.1,42.52
2026-04-14 13:17:49,ESP8266_Node_1,41.67,42.5
2026-04-14 13:22:49,ESP8266_Node_1,42.19,44.41
2026-04-14 13:27:49,ESP8266_Node_1,42.04,44.29
2026-04-14 13:32:49,ESP8266_Node_1,42.83,42.55
2026-04-14 13:37:49,ESP8266_Node_1,42.25,39.83
2026-04-14 13:42:49,ESP8266_Node_1,42.75,41.04
2026-04-14 13:47:49,ESP8266_Node_1,42.51,41.91
2026-04-14 13:52:49,ESP8266_Node_1,42.44,42.48
2026-04-14 13:57:49,ESP8266_Node_1,42.13,42.66
2026-04-14 14:02:49,ESP8266_Node_1,43.15,42.18
2026-04-14 14:07:49,ESP8266_Node_1,42.06,42.26
2026-04-14 14:12:49,ESP8266_Node_1,42.87,43.83
2026-04-14 14:17:49,ESP8266_Node_1,42.05,39.27
2026-04-14 14:22:49,ESP8266_Node_1,43.08,42.94
2026-04-14 14:27:49,ESP8266_Node_1,41.6,42.01
2026-04-14 14:32:49,ESP8266_Node_1,42.29,43.32
2026-04-14 14:37:49,ESP8266_Node_1,43.11,39.81
2026-04-14 14:42:49,ESP8266_Node_1,46.88,40.57
2026-04-14 14:47:49,ESP8266_Node_1,42.73,40.79
2026-04-14 14:52:49,ESP8266_Node_1,42.77,42.09
2026-04-14 14:57:49,ESP8266_Node_1,42.86,40.64
2026-04-14 15:02:49,ESP8266_Node_1,43.74,39.44
2026-04-14 15:07:49,ESP8266_Node_1,42.7,40.76
2026-04-14 15:12:49,ESP8266_Node_1,43.29,42.31
2026-04-14 15:17:49,ESP8266_Node_1,43.67,42.03
2026-04-14 15:22:49,ESP8266_Node_1,43.16,35.99
2026-04-14 15:27:49,ESP8266_Node_1,42.43,42.3
2026-04-14 15:32:49,ESP8266_Node_1,43.45,39.95
2026-04-14 15:37:49,ESP8266_Node_1,42.63,39.66
2026-04-14 15:42:49,ESP8266_Node_1,43.49,38.78
2026-04-14 15:47:49,ESP8266_Node_1,42.73,41.94
2026-04-14 15:52:49,ESP8266_Node_1,42.15,67.24
2026-04-14 15:57:49,ESP8266_Node_1,42.58,39.9
2026-04-14 16:02:49,ESP8266_Node_1,42.38,38.15
2026-04-14 16:07:49,ESP8266_Node_1,42.6,39.86
2026-04-14 16:12:49,ESP8266_Node_1,42.39,39.23
2026-04-14 16:17:49,ESP8266_Node_1,43.46,39.58
2026-04-14 16:22:49,ESP8266_Node_1,43.91,40.42
2026-04-14 16:27:49,ESP8266_Node_1,43.8,37.55
2026-04-14 16:32:49,ESP8266_Node_1,42.73,41.14
2026-04-14 16:37:49,ESP8266_Node_1,43.57,40.06
2026-04-14 16:42:49,ESP8266_Node_1,43.71,39.52
2026-04-14 16:47:49,ESP8266_Node_1,43.31,38.34
2026-04-14 16:52:49,ESP8266_Node_1,43.06,39.58
2026-04-14 16:57:49,ESP8266_Node_1,41.95,40.12
2026-04-14 17:02:49,ESP8266_Node_1,43.22,38.44
2026-04-14 17:07:49,ESP8266_Node_1,42.99,40.54
2026-04-14 17:12:49,ESP8266_Node_1,43.19,38.91
2026-04-14 17:17:49,ESP8266_Node_1,43.22,43.65
2026-04-14 17:22:49,ESP8266_Node_1,43.42,37.77
2026-04-14 17:27:49,ESP8266_Node_1,42.46,40.62
2026-04-14 17:32:49,ESP8266_Node_1,42.93,40.38
2026-04-14 17:37:49,ESP8266_Node_1,42.33,42.67
2026-04-14 17:42:49,ESP8266_Node_1,42.26,38.67
2026-04-14 17:47:49,ESP8266_Node_1,43.17,44.61
2026-04-14 17:52:49,ESP8266_Node_1,42.55,39.8
2026-04-14 17:57:49,ESP8266_Node_1,42.3,41.13
2026-04-14 18:02:49,ESP8266_Node_1,42.0,42.15
2026-04-14 18:07:49,ESP8266_Node_1,41.97,42.0
2026-04-14 18:12:49,ESP8266_Node_1,42.49,42.06
2026-04-14 18:17:49,ESP8266_Node_1,42.91,41.24
2026-04-14 18:22:49,ESP8266_Node_1,41.77,41.45
2026-04-14 18:27:49,ESP8266_Node_1,43.11,44.15
2026-04-14 18:32:49,ESP8266_Node_1,42.53,43.68
2026-04-14 18:37:49,ESP8266_Node_1,42.34,41.9
2026-04-14 18:42:49,ESP8266_Node_1,42.38,44.47
2026-04-14 18:47:49,ESP8266_Node_1,42.19,43.53
2026-04-14 18:52:49,ESP8266_Node_1,41.78,43.04
2026-04-14 18:57:49,ESP8266_Node_1,42.6,42.92
2026-04-14 19:02:49,ESP8266_Node_1,42.0,41.38
2026-04-14 19:07:49,ESP8266_Node_1,41.64,41.9
2026-04-14 19:12:49,ESP8266_Node_1,42.22,45.59
2026-04-14 19:17:49,ESP8266_Node_1,42.55,42.58
2026-04-14 19:22:49,ESP8266_Node_1,42.35,43.61
2026-04-14 19:27:49,ESP8266_Node_1,40.96,41.68
2026-04-14 19:32:49,ESP8266_Node_1,55.14,41.89
2026-04-14 19:37:49,ESP8266_Node_1,41.44,44.84
2026-04-14 19:42:49,ESP8266_Node_1,42.03,44.55
2026-04-14 19:47:49,ESP8266_Node_1,42.18,42.5
2026-04-14 19:52:49,ESP8266_Node_1,41.85,44.55
2026-04-14 19:57:49,ESP8266_Node_1,41.77,43.58
2026-04-14 20:02:49,ESP8266_Node_1,41.75,23.06
2026-04-14 20:07:49,ESP8266_Node_1,41.51,46.15
2026-04-14 20:12:49,ESP8266_Node_1,41.63,43.41
2026-04-14 20:17:49,ESP8266_Node_1,40.04,41.78
2026-04-14 20:22:49,ESP8266_Node_1,41.68,45.44
2026-04-14 20:27:49,ESP8266_Node_1,41.71,45.2
2026-04-14 20:32:49,ESP8266_Node_1,41.43,48.28
2026-04-14 20:37:49,ESP8266_Node_1,40.67,45.64
2026-04-14 20:42:49,ESP8266_Node_1,40.28,45.09
2026-04-14 20:47:49,ESP8266_Node_1,44.98,46.88
2026-04-14 20:52:49,ESP8266_Node_1,41.38,46.79
2026-04-14 20:57:49,ESP8266_Node_1,40.22,47.12
2026-04-14 21:02:49,ESP8266_Node_1,40.15,47.86
2026-04-14 21:07:49,ESP8266_Node_1,40.77,48.56
2026-04-14 21:12:49,ESP8266_Node_1,48.43,47.84
2026-04-14 21:17:49,ESP8266_Node_1,40.69,46.94
2026-04-14 21:22:49,ESP8266_Node_1,40.21,46.9
2026-04-14 21:27:49,ESP8266_Node_1,40.0,45.27
2026-04-14 21:32:49,ESP8266_Node_1,39.73,45.65
2026-04-14 21:37:49,ESP8266_Node_1,40.69,53.27
2026-04-14 21:42:49,ESP8266_Node_1,40.28,49.37
2026-04-14 21:47:49,ESP8266_Node_1,39.84,48.55
2026-04-14 21:52:49,ESP8266_Node_1,40.4,51.31
2026-04-14 21:57:49,ESP8266_Node_1,40.49,50.61
2026-04-14 22:02:49,ESP8266_Node_1,39.78,51.7
2026-04-14 22:07:49,ESP8266_Node_1,40.24,49.96
2026-04-14 22:12:49,ESP8266_Node_1,39.86,51.91
2026-04-14 22:17:49,ESP8266_Node_1,39.53,51.2
2026-04-14 22:22:49,ESP8266_Node_1,40.5,52.79
2026-04-14 22:27:49,ESP8266_Node_1,39.57,52.9
2026-04-14 22:32:49,ESP8266_Node_1,39.12,52.5
2026-04-14 22:37:49,ESP8266_Node_1,39.47,52.03
2026-04-14 22:42:49,ESP8266_Node_1,40.18,48.69
2026-04-14 22:47:49,ESP8266_Node_1,39.62,50.83
2026-04-14 22:52:49,ESP8266_Node_1,39.59,52.81
2026-04-14 22:57:49,ESP8266_Node_1,39.46,50.81
2026-04-14 23:02:49,ESP8266_Node_1,38.77,54.26
2026-04-14 23:07:49,ESP8266_Node_1,40.26,53.51
2026-04-14 23:12:49,ESP8266_Node_1,39.36,53.72
2026-04-14 23:17:49,ESP8266_Node_1,39.78,53.07
2026-04-14 23:22:49,ESP8266_Node_1,38.68,54.17
2026-04-14 23:27:49,ESP8266_Node_1,38.71,53.51
2026-04-14 23:32:49,ESP8266_Node_1,38.48,52.35
2026-04-14 23:37:49,ESP8266_Node_1,38.5,54.6
2026-04-14 23:42:49,ESP8266_Node_1,38.63,54.79
2026-04-14 23:47:49,ESP8266_Node_1,38.82,53.26
2026-04-14 23:52:49,ESP8266_Node_1,38.99,54.48
2026-04-14 23:57:49,ESP8266_Node_1,39.14,56.55
2026-04-15 00:02:49,ESP8266_Node_1,37.64,54.05
2026-04-15 00:07:49,ESP8266_Node_1,37.83,54.05
2026-04-15 00:12:49,ESP8266_Node_1,38.7,56.38
2026-04-15 00:17:49,ESP8266_Node_1,37.88,56.47
2026-04-15 00:22:49,ESP8266_Node_1,39.01,55.26
2026-04-15 00:27:49,ESP8266_Node_1,38.02,59.22
2026-04-15 00:32:49,ESP8266_Node_1,37.67,55.27
2026-04-15 00:37:49,ESP8266_Node_1,38.18,57.08
2026-04-15 00:42:49,ESP8266_Node_1,37.35,54.52
2026-04-15 00:47:49,ESP8266_Node_1,38.16,55.96
2026-04-15 00:52:49,ESP8266_Node_1,38.2,57.53
2026-04-15 00:57:49,ESP8266_Node_1,38.07,58.59
2026-04-15 01:02:49,ESP8266_Node_1,36.83,57.49
2026-04-15 01:07:49,ESP8266_Node_1,37.53,58.02
2026-04-15 01:12:49,ESP8266_Node_1,37.77,58.24
2026-04-15 01:17:49,ESP8266_Node_1,37.31,57.8
2026-04-15 01:22:49,ESP8266_Node_1,38.67,58.48
2026-04-15 01:27:49,ESP8266_Node_1,37.05,58.23
2026-04-15 01:32:49,ESP8266_Node_1,37.85,59.52
2026-04-15 01:37:49,ESP8266_Node_1,37.69,58.13
2026-04-15 01:42:49,ESP8266_Node_1,37.91,56.61
2026-04-15 01:47:49,ESP8266_Node_1,36.48,57.98
2026-04-15 01:52:49,ESP8266_Node_1,36.85,61.82
2026-04-15 01:57:49,ESP8266_Node_1,37.01,58.19
2026-04-15 02:02:49,ESP8266_Node_1,37.59,58.29
2026-04-15 02:07:49,ESP8266_Node_1,38.07,59.41
2026-04-15 02:12:49,ESP8266_Node_1,37.53,56.47
2026-04-15 02:17:49,ESP8266_Node_1,37.91,57.2
2026-04-15 02:22:49,ESP8266_Node_1,37.59,59.65
2026-04-15 02:27:49,ESP8266_Node_1,37.38,58.54
2026-04-15 02:32:49,ESP8266_Node_1,37.05,57.62
2026-04-15 02:37:49,ESP8266_Node_1,38.3,57.31
2026-04-15 02:42:49,ESP8266_Node_1,37.98,59.2
2026-04-15 02:47:49,ESP8266_Node_1,37.98,60.14
2026-04-15 02:52:49,ESP8266_Node_1,37.05,60.92
2026-04-15 02:57:49,ESP8266_Node_1,36.32,59.21
2026-04-15 03:02:49,ESP8266_Node_1,37.65,63.09
2026-04-15 03:07:49,ESP8266_Node_1,36.33,58.58
2026-04-15 03:12:49,ESP8266_Node_1,37.02,60.78
2026-04-15 03:17:49,ESP8266_Node_1,37.73,59.0
2026-04-15 03:22:49,ESP8266_Node_1,36.1,61.33
2026-04-15 03:27:49,ESP8266_Node_1,36.92,61.48
2026-04-15 03:32:49,ESP8266_Node_1,36.72,59.5
2026-04-15 03:37:49,ESP8266_Node_1,35.91,60.29
2026-04-15 03:42:49,ESP8266_Node_1,37.44,57.4
2026-04-15 03:47:49,ESP8266_Node_1,37.05,58.63
2026-04-15 03:52:49,ESP8266_Node_1,36.73,61.48
2026-04-15 03:57:49,ESP8266_Node_1,36.56,60.72
2026-04-15 04:02:49,ESP8266_Node_1,37.1,61.97
2026-04-15 04:07:49,ESP8266_Node_1,37.67,62.33
2026-04-15 04:12:49,ESP8266_Node_1,37.67,62.22
2026-04-15 04:17:49,ESP8266_Node_1,37.8,59.53
2026-04-15 04:22:49,ESP8266_Node_1,38.1,59.57
2026-04-15 04:27:49,ESP8266_Node_1,37.47,40.87
2026-04-15 04:32:49,ESP8266_Node_1,37.05,60.33
2026-04-15 04:37:49,ESP8266_Node_1,37.02,62.05
2026-04-15 04:42:49,ESP8266_Node_1,36.62,83.72
2026-04-15 04:47:49,ESP8266_Node_1,36.62,60.32
2026-04-15 04:52:49,ESP8266_Node_1,37.15,58.55
2026-04-15 04:57:49,ESP8266_Node_1,36.74,60.97
2026-04-15 05:02:49,ESP8266_Node_1,36.72,58.37
2026-04-15 05:07:49,ESP8266_Node_1,37.75,61.18
2026-04-15 05:12:49,ESP8266_Node_1,37.22,59.02
2026-04-15 05:17:49,ESP8266_Node_1,37.64,57.78
2026-04-15 05:22:49,ESP8266_Node_1,37.76,58.12
2026-04-15 05:27:49,ESP8266_Node_1,37.29,58.05
2026-04-15 05:32:49,ESP8266_Node_1,36.2,59.3
2026-04-15 05:37:49,ESP8266_Node_1,37.67,57.58
2026-04-15 05:42:49,ESP8266_Node_1,37.19,58.21
2026-04-15 05:47:49,ESP8266_Node_1,37.6,60.91
2026-04-15 05:52:49,ESP8266_Node_1,37.61,58.25
2026-04-15 05:57:49,ESP8266_Node_1,36.81,59.15
2026-04-15 06:02:49,ESP8266_Node_1,37.4,57.05
2026-04-15 06:07:49,ESP8266_Node_1,37.25,58.72
2026-04-15 06:12:49,ESP8266_Node_1,37.89,57.31
2026-04-15 06:17:49,ESP8266_Node_1,37.64,56.67
2026-04-15 06:22:49,ESP8266_Node_1,38.55,58.9
2026-04-15 06:27:49,ESP8266_Node_1,38.14,59.02
2026-04-15 06:32:49,ESP8266_Node_1,38.05,56.61
2026-04-15 06:37:49,ESP8266_Node_1,36.99,58.21
2026-04-15 06:42:49,ESP8266_Node_1,37.45,57.85
2026-04-15 06:47:49,ESP8266_Node_1,37.42,57.54
2026-04-15 06:52:49,ESP8266_Node_1,38.59,55.67
2026-04-15 06:57:49,ESP8266_Node_1,38.32,58.63
2026-04-15 07:02:49,ESP8266_Node_1,38.3,55.89
2026-04-15 07:07:49,ESP8266_Node_1,37.46,56.13
2026-04-15 07:12:49,ESP8266_Node_1,38.08,57.63
2026-04-15 07:17:49,ESP8266_Node_1,38.1,56.18
2026-04-15 07:22:49,ESP8266_Node_1,38.39,56.03
2026-04-15 07:27:49,ESP8266_Node_1,37.78,55.53
2026-04-15 07:32:49,ESP8266_Node_1,38.09,55.78
2026-04-15 07:37:49,ESP8266_Node_1,38.15,55.39
2026-04-15 07:42:49,ESP8266_Node_1,38.64,58.2
2026-04-15 07:47:49,ESP8266_Node_1,39.09,54.85
2026-04-15 07:52:49,ESP8266_Node_1,38.73,56.61
2026-04-15 07:57:49,ESP8266_Node_1,38.97,56.47
2026-04-15 08:02:49,ESP8266_Node_1,38.93,53.13
2026-04-15 08:07:49,ESP8266_Node_1,37.94,55.43
2026-04-15 08:12:49,ESP8266_Node_1,38.14,51.71
2026-04-15 08:17:49,ESP8266_Node_1,38.26,53.31
2026-04-15 08:22:49,ESP8266_Node_1,39.15,54.58
2026-04-15 08:27:49,ESP8266_Node_1,38.14,54.59
2026-04-15 08:32:49,ESP8266_Node_1,39.31,55.16
2026-04-15 08:37:49,ESP8266_Node_1,38.75,54.92
2026-04-15 08:42:49,ESP8266_Node_1,38.69,52.08
2026-04-15 08:47:49,ESP8266_Node_1,39.23,56.26
2026-04-15 08:52:49,ESP8266_Node_1,38.88,54.01
2026-04-15 08:57:49,ESP8266_Node_1,38.65,53.25
2026-04-15 09:02:49,ESP8266_Node_1,38.92,53.22
2026-04-15 09:07:49,ESP8266_Node_1,38.43,52.58
2026-04-15 09:12:49,ESP8266_Node_1,38.43,51.76
2026-04-15 09:17:49,ESP8266_Node_1,39.2,51.64
2026-04-15 09:22:49,ESP8266_Node_1,39.23,49.58
2026-04-15 09:27:49,ESP8266_Node_1,40.17,51.83
2026-04-15 09:32:49,ESP8266_Node_1,38.64,49.66
2026-04-15 09:37:49,ESP8266_Node_1,39.26,51.22
2026-04-15 09:42:49,ESP8266_Node_1,39.57,50.72
2026-04-15 09:47:49,ESP8266_Node_1,39.83,52.58
2026-04-15 09:52:49,ESP8266_Node_1,39.54,48.5
2026-04-15 09:57:49,ESP8266_Node_1,39.44,50.67
2026-04-15 10:02:49,ESP8266_Node_1,39.41,50.53
2026-04-15 10:07:49,ESP8266_Node_1,40.28,49.44
2026-04-15 10:12:49,ESP8266_Node_1,39.96,50.18
2026-04-15 10:17:49,ESP8266_Node_1,39.62,49.34
